"Time","Value","Units","Var","EPU","SOE 2018"
2017,-75.014615,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.473763,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.294167,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.260424,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.264722,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.13791,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.999444,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.074617,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.472698,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.361389,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.974444,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.218987,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.035,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.693333,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.073333,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.0775,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.056944,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.259167,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.297691,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.180833,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.327442,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.059306,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.457703,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.022669,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.595,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.291111,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.411944,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.377927,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.209308,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.398889,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.028611,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.030833,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.758333,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.014613,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.219013,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.36,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.165556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.31241,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.027948,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.100833,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.198333,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.340556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.178611,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.032295,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.477778,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.966083,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.026111,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.195278,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.148233,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.942222,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.34376,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.294441,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.018056,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.009306,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.12962,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.824056,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.815278,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.833889,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.995556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.815556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.285,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.152955,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.150733,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.095452,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.328611,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.630713,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.649603,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.549722,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.687312,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.451389,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.648056,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.918611,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.823889,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.943056,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.788056,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.738889,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.710556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.572639,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.031111,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.987805,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.057942,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.483611,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.849264,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.862778,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.816278,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.899616,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.849613,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.707538,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.171944,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.338889,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.029167,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.187155,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.229791,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.238721,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.3291,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.321281,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.209444,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.156079,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.242877,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.294426,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.265059,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.116667,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.238056,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.1725,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.144722,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.173985,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.0125,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.020833,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.418244,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.349411,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.416667,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.475,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.600833,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.172778,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.191389,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.2,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.396111,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.246667,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.441111,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.058333,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.041667,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.083333,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.155278,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.099583,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.28292,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.862778,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.168333,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.218056,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.316255,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.145278,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.433333,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.28292,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.15,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-75.207961,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.30483,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.372905,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-74.269078,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.648156,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.144167,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.415613,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.6275,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.839469,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.714444,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.384259,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.729444,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.326111,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.741579,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.609722,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.602509,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.643784,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.694759,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.666962,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.051111,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.245833,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.5625,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.290032,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.646863,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.688076,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.715556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.725116,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.067274,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.5275,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.942378,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.4825,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.035,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.115556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.246667,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.8442,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.310234,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.267778,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.8325,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.915833,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.567778,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.946614,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.743889,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.612122,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.727832,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.1,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.790278,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.376667,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.202222,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.520936,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.449271,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.293333,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.400278,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.001944,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.499816,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.835757,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.900192,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.925936,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.485556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.329722,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.341758,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.336667,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.869785,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.746944,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.80798,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.415914,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.598032,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.185278,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.189112,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.629283,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.186111,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.340556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.4358,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.559444,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.761389,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.325,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.528918,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.996667,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.732222,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.581944,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.67,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.88011,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.633607,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.40367,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.707553,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.81527,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.338874,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.796316,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.445278,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.03,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.145947,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-71.988372,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.600915,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.705278,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.675604,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.295501,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.676389,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.583611,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.634722,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.663898,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.660449,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.383775,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.634167,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.624167,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.637726,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.967784,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.728889,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.739756,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.722697,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.726211,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.160326,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.365556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.359722,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.371952,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.626336,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.818482,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.413906,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.518056,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.749831,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.664806,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.719258,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.805303,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.880125,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.203056,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.792868,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.162344,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.619167,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.699822,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.663522,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.696111,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.695221,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.684223,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.698204,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.525556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.078889,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.045556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.426111,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.413888,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.411944,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.747222,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.866096,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.169444,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.655833,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.210833,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.193056,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.581944,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.800664,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.204167,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.685185,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.722241,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.257778,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.740659,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.115556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.847507,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.111206,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.708868,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.649329,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.752965,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.596656,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.555472,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.475703,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.714821,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.514722,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.625833,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.722968,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.373889,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.461574,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.5975,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.658333,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.672222,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.672102,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.664414,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.726066,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.7,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.680925,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.71254,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.807778,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.474722,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.455556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.841389,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.8525,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.581773,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.534722,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.000556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.415556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.551944,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.945373,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.996667,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.557903,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.639185,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-71.955,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.938334,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.821667,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.7275,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.03,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.829301,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.679943,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.536335,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.07259,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.154444,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.564891,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.688333,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.782778,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.477538,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.1915,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.412192,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.690638,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.322222,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.261772,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.539016,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.946002,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.167122,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.314021,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.6778,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.38597,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.673597,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.4625,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.563611,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.68779,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.024209,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.343611,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.401443,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.707643,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.620349,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.508755,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.22204,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.340705,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.272514,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.139167,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.156523,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.640556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.454044,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.603964,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.13,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.597579,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.303889,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.871296,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.5325,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.503883,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.015556,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.576503,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.463611,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.923471,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.808333,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.805756,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.477064,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.467778,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.699692,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.704871,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.698487,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.782827,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.581111,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.090302,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.666111,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.069722,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.047778,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.698611,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.701292,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.62815,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.598724,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.701133,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.896389,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.6625,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.660734,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.641667,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.925833,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.112778,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.583742,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.651389,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.661219,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.637931,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.639627,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.725451,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.684167,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.683889,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.74917,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-73.741455,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.272732,"lat/lon","choropleth longitude MAB","MAB","N"
2017,-72.293056,"lat/lon","choropleth longitude MAB","MAB","N"
